LAMMPS Description

     2520  atoms
     1260  bonds
     0  angles
     0  dihedrals
     0  impropers

     6  atom types
     3  bond types

  0.0 24.06 xlo xhi
  0.0 24.06 ylo yhi
  0.0 28.07 zlo zhi

Masses

      1		135.327
      2	002.000
      3		045.867
      4	002.000
      5	013.9994
      6	002.0000

Atoms # full

1 1 1 05.042 0.0 0.0 0.0
2 1 2 -2.870 0.0 0.0 0.0
3 2 3 04.616 2.005 2.005 2.005
4 2 4 -1.544 2.005 2.005 2.005
5 3 5 00.970 0.0 2.005 2.005
6 3 6 -2.718 0.0 2.005 2.005
7 4 5 00.970 2.005 0.0 2.005
8 4 6 -2.718 2.005 0.0 2.005
9 5 5 00.970 2.005 2.005 0.0
10 5 6 -2.718 2.005 2.005 0.0
11 6 1 05.042 0.0 0.0 4.01
12 6 2 -2.870 0.0 0.0 4.01
13 7 3 04.616 2.005 2.005 6.015
14 7 4 -1.544 2.005 2.005 6.015
15 8 5 00.970 0.0 2.005 6.015
16 8 6 -2.718 0.0 2.005 6.015
17 9 5 00.970 2.005 0.0 6.015
18 9 6 -2.718 2.005 0.0 6.015
19 10 5 00.970 2.005 2.005 4.01
20 10 6 -2.718 2.005 2.005 4.01
21 11 1 05.042 0.0 0.0 8.02
22 11 2 -2.870 0.0 0.0 8.02
23 12 3 04.616 2.005 2.005 10.025
24 12 4 -1.544 2.005 2.005 10.025
25 13 5 00.970 0.0 2.005 10.025
26 13 6 -2.718 0.0 2.005 10.025
27 14 5 00.970 2.005 0.0 10.025
28 14 6 -2.718 2.005 0.0 10.025
29 15 5 00.970 2.005 2.005 8.02
30 15 6 -2.718 2.005 2.005 8.02
31 16 1 05.042 0.0 0.0 12.03
32 16 2 -2.870 0.0 0.0 12.03
33 17 3 04.616 2.005 2.005 14.035
34 17 4 -1.544 2.005 2.005 14.035
35 18 5 00.970 0.0 2.005 14.035
36 18 6 -2.718 0.0 2.005 14.035
37 19 5 00.970 2.005 0.0 14.035
38 19 6 -2.718 2.005 0.0 14.035
39 20 5 00.970 2.005 2.005 12.03
40 20 6 -2.718 2.005 2.005 12.03
41 21 1 05.042 0.0 0.0 16.04
42 21 2 -2.870 0.0 0.0 16.04
43 22 3 04.616 2.005 2.005 18.045
44 22 4 -1.544 2.005 2.005 18.045
45 23 5 00.970 0.0 2.005 18.045
46 23 6 -2.718 0.0 2.005 18.045
47 24 5 00.970 2.005 0.0 18.045
48 24 6 -2.718 2.005 0.0 18.045
49 25 5 00.970 2.005 2.005 16.04
50 25 6 -2.718 2.005 2.005 16.04
51 26 1 05.042 0.0 0.0 20.05
52 26 2 -2.870 0.0 0.0 20.05
53 27 3 04.616 2.005 2.005 22.055
54 27 4 -1.544 2.005 2.005 22.055
55 28 5 00.970 0.0 2.005 22.055
56 28 6 -2.718 0.0 2.005 22.055
57 29 5 00.970 2.005 0.0 22.055
58 29 6 -2.718 2.005 0.0 22.055
59 30 5 00.970 2.005 2.005 20.05
60 30 6 -2.718 2.005 2.005 20.05
61 31 1 05.042 0.0 0.0 24.06
62 31 2 -2.870 0.0 0.0 24.06
63 32 3 04.616 2.005 2.005 26.065
64 32 4 -1.544 2.005 2.005 26.065
65 33 5 00.970 0.0 2.005 26.065
66 33 6 -2.718 0.0 2.005 26.065
67 34 5 00.970 2.005 0.0 26.065
68 34 6 -2.718 2.005 0.0 26.065
69 35 5 00.970 2.005 2.005 24.06
70 35 6 -2.718 2.005 2.005 24.06
71 36 1 05.042 0.0 4.01 0.0
72 36 2 -2.870 0.0 4.01 0.0
73 37 3 04.616 2.005 6.015 2.005
74 37 4 -1.544 2.005 6.015 2.005
75 38 5 00.970 0.0 6.015 2.005
76 38 6 -2.718 0.0 6.015 2.005
77 39 5 00.970 2.005 4.01 2.005
78 39 6 -2.718 2.005 4.01 2.005
79 40 5 00.970 2.005 6.015 0.0
80 40 6 -2.718 2.005 6.015 0.0
81 41 1 05.042 0.0 4.01 4.01
82 41 2 -2.870 0.0 4.01 4.01
83 42 3 04.616 2.005 6.015 6.015
84 42 4 -1.544 2.005 6.015 6.015
85 43 5 00.970 0.0 6.015 6.015
86 43 6 -2.718 0.0 6.015 6.015
87 44 5 00.970 2.005 4.01 6.015
88 44 6 -2.718 2.005 4.01 6.015
89 45 5 00.970 2.005 6.015 4.01
90 45 6 -2.718 2.005 6.015 4.01
91 46 1 05.042 0.0 4.01 8.02
92 46 2 -2.870 0.0 4.01 8.02
93 47 3 04.616 2.005 6.015 10.025
94 47 4 -1.544 2.005 6.015 10.025
95 48 5 00.970 0.0 6.015 10.025
96 48 6 -2.718 0.0 6.015 10.025
97 49 5 00.970 2.005 4.01 10.025
98 49 6 -2.718 2.005 4.01 10.025
99 50 5 00.970 2.005 6.015 8.02
100 50 6 -2.718 2.005 6.015 8.02
101 51 1 05.042 0.0 4.01 12.03
102 51 2 -2.870 0.0 4.01 12.03
103 52 3 04.616 2.005 6.015 14.035
104 52 4 -1.544 2.005 6.015 14.035
105 53 5 00.970 0.0 6.015 14.035
106 53 6 -2.718 0.0 6.015 14.035
107 54 5 00.970 2.005 4.01 14.035
108 54 6 -2.718 2.005 4.01 14.035
109 55 5 00.970 2.005 6.015 12.03
110 55 6 -2.718 2.005 6.015 12.03
111 56 1 05.042 0.0 4.01 16.04
112 56 2 -2.870 0.0 4.01 16.04
113 57 3 04.616 2.005 6.015 18.045
114 57 4 -1.544 2.005 6.015 18.045
115 58 5 00.970 0.0 6.015 18.045
116 58 6 -2.718 0.0 6.015 18.045
117 59 5 00.970 2.005 4.01 18.045
118 59 6 -2.718 2.005 4.01 18.045
119 60 5 00.970 2.005 6.015 16.04
120 60 6 -2.718 2.005 6.015 16.04
121 61 1 05.042 0.0 4.01 20.05
122 61 2 -2.870 0.0 4.01 20.05
123 62 3 04.616 2.005 6.015 22.055
124 62 4 -1.544 2.005 6.015 22.055
125 63 5 00.970 0.0 6.015 22.055
126 63 6 -2.718 0.0 6.015 22.055
127 64 5 00.970 2.005 4.01 22.055
128 64 6 -2.718 2.005 4.01 22.055
129 65 5 00.970 2.005 6.015 20.05
130 65 6 -2.718 2.005 6.015 20.05
131 66 1 05.042 0.0 4.01 24.06
132 66 2 -2.870 0.0 4.01 24.06
133 67 3 04.616 2.005 6.015 26.065
134 67 4 -1.544 2.005 6.015 26.065
135 68 5 00.970 0.0 6.015 26.065
136 68 6 -2.718 0.0 6.015 26.065
137 69 5 00.970 2.005 4.01 26.065
138 69 6 -2.718 2.005 4.01 26.065
139 70 5 00.970 2.005 6.015 24.06
140 70 6 -2.718 2.005 6.015 24.06
141 71 1 05.042 0.0 8.02 0.0
142 71 2 -2.870 0.0 8.02 0.0
143 72 3 04.616 2.005 10.025 2.005
144 72 4 -1.544 2.005 10.025 2.005
145 73 5 00.970 0.0 10.025 2.005
146 73 6 -2.718 0.0 10.025 2.005
147 74 5 00.970 2.005 8.02 2.005
148 74 6 -2.718 2.005 8.02 2.005
149 75 5 00.970 2.005 10.025 0.0
150 75 6 -2.718 2.005 10.025 0.0
151 76 1 05.042 0.0 8.02 4.01
152 76 2 -2.870 0.0 8.02 4.01
153 77 3 04.616 2.005 10.025 6.015
154 77 4 -1.544 2.005 10.025 6.015
155 78 5 00.970 0.0 10.025 6.015
156 78 6 -2.718 0.0 10.025 6.015
157 79 5 00.970 2.005 8.02 6.015
158 79 6 -2.718 2.005 8.02 6.015
159 80 5 00.970 2.005 10.025 4.01
160 80 6 -2.718 2.005 10.025 4.01
161 81 1 05.042 0.0 8.02 8.02
162 81 2 -2.870 0.0 8.02 8.02
163 82 3 04.616 2.005 10.025 10.025
164 82 4 -1.544 2.005 10.025 10.025
165 83 5 00.970 0.0 10.025 10.025
166 83 6 -2.718 0.0 10.025 10.025
167 84 5 00.970 2.005 8.02 10.025
168 84 6 -2.718 2.005 8.02 10.025
169 85 5 00.970 2.005 10.025 8.02
170 85 6 -2.718 2.005 10.025 8.02
171 86 1 05.042 0.0 8.02 12.03
172 86 2 -2.870 0.0 8.02 12.03
173 87 3 04.616 2.005 10.025 14.035
174 87 4 -1.544 2.005 10.025 14.035
175 88 5 00.970 0.0 10.025 14.035
176 88 6 -2.718 0.0 10.025 14.035
177 89 5 00.970 2.005 8.02 14.035
178 89 6 -2.718 2.005 8.02 14.035
179 90 5 00.970 2.005 10.025 12.03
180 90 6 -2.718 2.005 10.025 12.03
181 91 1 05.042 0.0 8.02 16.04
182 91 2 -2.870 0.0 8.02 16.04
183 92 3 04.616 2.005 10.025 18.045
184 92 4 -1.544 2.005 10.025 18.045
185 93 5 00.970 0.0 10.025 18.045
186 93 6 -2.718 0.0 10.025 18.045
187 94 5 00.970 2.005 8.02 18.045
188 94 6 -2.718 2.005 8.02 18.045
189 95 5 00.970 2.005 10.025 16.04
190 95 6 -2.718 2.005 10.025 16.04
191 96 1 05.042 0.0 8.02 20.05
192 96 2 -2.870 0.0 8.02 20.05
193 97 3 04.616 2.005 10.025 22.055
194 97 4 -1.544 2.005 10.025 22.055
195 98 5 00.970 0.0 10.025 22.055
196 98 6 -2.718 0.0 10.025 22.055
197 99 5 00.970 2.005 8.02 22.055
198 99 6 -2.718 2.005 8.02 22.055
199 100 5 00.970 2.005 10.025 20.05
